,Year,Selling Price,Kilometer_Driven,Fuel Type,Seller Type,Transmission,Owner,Brand Name,Model Name
7601,2010,150000,39000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo Sports
7602,2015,775000,45000,Diesel,Individual,Automatic,First Owner,Mahindra,TUV 300 T8 AMT
7603,2009,160000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi
7604,2012,220000,100000,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel EXI
7605,2017,670000,48000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Asta Option
7606,2018,780000,35000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Sportz
7607,2017,515000,23000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Sigma 1.2
7608,2017,800000,14000,Diesel,Individual,Manual,First Owner,Hyundai,i20 2015-2017 Asta 1.4 CRDi
7609,2017,800000,14000,Diesel,Individual,Manual,First Owner,Hyundai,i20 2015-2017 Asta 1.4 CRDi
7610,2014,850000,60000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W8 2WD
7611,2013,200000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
7612,2008,140000,150000,Diesel,Individual,Manual,Third Owner,Skoda,Fabia 1.4 TDI Ambiente
7613,2016,800000,80000,Petrol,Individual,Automatic,Second Owner,Hyundai,Verna 1.6 VTVT AT SX
7614,2013,250000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014 VXI
7615,2017,800000,44500,Diesel,Individual,Manual,First Owner,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH
7616,2015,600000,60000,Diesel,Individual,Manual,Third Owner,Maruti,Ciaz ZDi Plus
7617,2012,250000,120000,Diesel,Individual,Manual,Third Owner,Renault,Fluence Diesel E4
7618,2016,500000,80000,Diesel,Individual,Manual,Second Owner,Honda,Amaze S i-DTEC
7619,2019,750000,9900,Petrol,Individual,Manual,First Owner,Maruti,Gypsy King Soft Top MPI BSIV
7620,2014,650000,68000,Diesel,Individual,Manual,First Owner,Maruti,Swift ZDi
7621,2012,350000,40000,Petrol,Individual,Manual,Third Owner,Toyota,Etios Liva G
7622,2016,950000,60000,Diesel,Individual,Manual,First Owner,Honda,BRV i-DTEC V MT
7623,2015,580000,110000,Diesel,Individual,Manual,Second Owner,Chevrolet,Tavera Neo 3 LS 10 Seats BSIII
7624,2019,640000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone
7625,2014,800000,80000,Diesel,Individual,Automatic,First Owner,Mahindra,Scorpio VLX 2WD AT BSIII
7626,2011,347000,30000,Petrol,Individual,Manual,First Owner,Maruti,A-Star Vxi
7627,2014,1000000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,XUV500 W8 2WD
7628,2016,300000,35000,Petrol,Individual,Manual,First Owner,Hyundai,EON Sportz
7629,2017,493000,40000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XZ
7630,2014,370000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Magna
7631,2008,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire ZDi
7632,2017,300000,20000,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 T Option
7633,2017,450000,40000,Petrol,Individual,Automatic,First Owner,Renault,KWID Climber 1.0 AMT
7634,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel Titanium
7635,2019,1225000,6544,Diesel,Individual,Manual,First Owner,Mahindra,XUV300 W8 Option Dual Tone Diesel BSIV
7636,2015,1000000,50000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 8 Seater
7637,2016,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna 1.2
7638,2018,1100000,50000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W7 BSIV
7639,2015,360000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 SportZ Edition
7640,2012,285000,69000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXi
7641,2016,350000,49600,Diesel,Individual,Manual,Second Owner,Mahindra,KUV 100 mFALCON D75 K8
7642,2008,130000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era
7643,2016,500000,198000,Diesel,Individual,Manual,First Owner,Chevrolet,Enjoy 1.3 TCDi LTZ 8
7644,2010,350000,80000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Asta (o)
7645,2019,685000,19000,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Delta Automatic
7646,2020,399000,5000,CNG,Individual,Manual,First Owner,Maruti,Eeco CNG 5 Seater AC BSIV
7647,2017,525000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Magna BSIV
7648,2017,765000,40000,Petrol,Individual,Manual,First Owner,Maruti,Ertiga BSIV VXI
7649,2012,450000,97000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
7650,1999,78000,80000,Diesel,Individual,Manual,Third Owner,Tata,Estate Std
7651,2014,390000,30000,Petrol,Individual,Manual,First Owner,Nissan,Micra Active XV
7652,2017,940000,120000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS ZDI Plus
7653,2013,650000,120000,Diesel,Individual,Manual,Second Owner,Renault,Duster 110PS Diesel RxZ
7654,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,Ford,Figo Diesel Titanium
7655,2003,145000,70000,Petrol,Individual,Manual,Second Owner,Toyota,Corolla AE
7656,2017,670000,70000,Diesel,Individual,Manual,First Owner,Ford,Figo Aspire 1.5 TDCi Titanium
7657,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,SX4 ZDI Leather
7658,2012,285000,178000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Quadrajet VX
7659,2011,300000,40000,Petrol,Individual,Manual,Third Owner,Maruti,Zen Estilo LX BSIV
7660,2011,300000,80000,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel EXI
7661,2009,810000,98000,Diesel,Individual,Automatic,Fourth & Above Owner,Audi,Q7 3.0 TDI Quattro
7662,2009,90000,118000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLS TC
7663,2004,100000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
7664,2009,90000,120000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 2001-2011 DLS BSIII
7665,2013,459999,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio Gateway 2WD
7666,2009,525000,217000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
7667,2011,250000,65000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R AX BSIV
7668,2012,300000,41000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Asta
7669,2005,130000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Swift ZXI ABS
7670,2011,199000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Alto K10 LXI
7671,2012,545000,90000,Diesel,Individual,Manual,Second Owner,Renault,Duster 85PS Diesel RxL Optional
7672,2014,570000,80000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga ZDI
7673,2006,150000,120000,Petrol,Individual,Manual,Second Owner,Honda,City 2017-2020 VTEC
7674,2009,114999,100000,Petrol,Individual,Manual,First Owner,Maruti,Alto STD
7675,2018,450000,35000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XT
7676,2019,600000,5000,Petrol,Individual,Manual,First Owner,Renault,Triber RXT BSIV
7677,2016,610000,110000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi Option
7678,2017,690000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta Option
7679,2018,790000,15000,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XZ Plus
7680,2014,254999,40000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014 VXI
7681,2016,500000,41000,Petrol,Individual,Manual,First Owner,Honda,Jazz 1.2 V i VTEC
7682,2011,340000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero SLX
7683,2007,245000,110000,Diesel,Individual,Manual,Third Owner,Mahindra,Bolero SLX
7684,2012,340000,120000,Diesel,Individual,Manual,Third Owner,Ford,Fiesta Classic 1.4 Duratorq CLXI
7685,2008,221000,35008,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
7686,2017,270000,31100,Petrol,Dealer,Manual,First Owner,Datsun,RediGO T
7687,2014,455000,42312,Diesel,Dealer,Manual,First Owner,Hyundai,Xcent 1.1 CRDi Base
7688,2011,300000,72000,Petrol,Dealer,Manual,First Owner,Toyota,Etios G Safety
7689,2014,480000,54891,Diesel,Dealer,Manual,First Owner,Toyota,Etios Liva 1.4 GD
7690,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,Hyundai,Verna CRDi 1.6 AT SX Plus
7691,2017,2600000,44000,Diesel,Dealer,Automatic,First Owner,BMW,3 Series 320d Luxury Line Plus
7692,2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT BSIV
7693,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,Renault,Koleos 2.0 Diesel
7694,2012,245000,100000,Diesel,Dealer,Manual,First Owner,Renault,Pulse RxZ Optional
7695,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT
7696,2018,560000,14495,Petrol,Dealer,Manual,First Owner,Volkswagen,Polo 2015-2019 1.0 MPI Trendline
7697,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W9 BSIV
7698,2010,425000,83585,Diesel,Dealer,Manual,First Owner,Toyota,Corolla Altis Diesel D4DG
7699,2014,550000,31000,Petrol,Dealer,Automatic,Second Owner,Volkswagen,Polo GT TSI
7700,2016,1475000,100000,Diesel,Dealer,Manual,First Owner,Toyota,Innova Crysta 2.4 GX MT BSIV
7701,2017,750000,48406,Diesel,Dealer,Manual,First Owner,Renault,Duster 85PS Diesel RxL
7702,2016,570000,56239,Diesel,Dealer,Manual,First Owner,Hyundai,i20 Era 1.4 CRDi
7703,2015,585000,33243,Petrol,Dealer,Manual,First Owner,Maruti,Baleno Delta 1.2
7704,2016,600000,26000,Petrol,Dealer,Automatic,First Owner,Honda,Jazz 1.2 S AT i VTEC
7705,2012,415000,90000,Diesel,Individual,Manual,First Owner,Toyota,Etios GD
7706,2016,530000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Active 1.2 SX with AVN
7707,2016,540000,38000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.2
7708,2013,180000,60000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
7709,2014,450000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI
7710,2015,200000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,Beat LT
7711,2017,425000,42000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XZ
7712,2016,400000,30000,Petrol,Individual,Manual,First Owner,Chevrolet,Sail 1.2 LS ABS
7713,2005,150000,15858,Petrol,Individual,Manual,First Owner,Ford,Ikon 1.3 Flair
7714,2017,310000,15000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
7715,2014,500000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII
7716,2013,200000,60000,Diesel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel
7717,2018,900000,35000,Diesel,Individual,Manual,First Owner,Renault,Lodgy 85PS RxE 7 Seater
7718,2000,75000,90000,Diesel,Individual,Manual,Second Owner,Ambassador,CLASSIC 1500 DSL AC
7719,2015,400000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI Optional-O
7720,2015,650000,110000,Diesel,Individual,Manual,First Owner,Honda,Mobilio RS i DTEC
7721,2015,480000,87847,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
7722,2009,140000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
7723,2018,550000,5000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI 2018
7724,2017,380000,29000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI
7725,2016,440000,20000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS LS (TDI) BS-III
7726,2018,630000,15000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI 1.2
7727,2017,250000,40000,Petrol,Individual,Manual,First Owner,Renault,KWID RXL
7728,2009,120000,17000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
7729,2012,287000,120000,Diesel,Individual,Manual,First Owner,Tata,Manza Aura Quadrajet BS IV
7730,2016,550000,45000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Delta 1.2
7731,2016,950000,60000,Diesel,Individual,Manual,Third Owner,Mahindra,Scorpio 1.99 S10 4WD
7732,2019,1630000,25000,Diesel,Individual,Manual,First Owner,Tata,Harrier XZ Dark Edition BSIV
7733,2015,501000,80000,Diesel,Individual,Manual,Second Owner,Ford,Fiesta 1.5 TDCi Trend
7734,2014,550000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 ZLX BSIII
7735,2016,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
7736,2015,300000,50000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI BS IV
7737,2012,280000,100000,Diesel,Individual,Manual,Second Owner,Toyota,Etios Liva GD
7738,2015,416000,40000,Petrol,Individual,Automatic,First Owner,Ford,Figo 1.5P Titanium AT
7739,2018,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,Omni E MPI STD BS IV
7740,2016,550000,15000,Petrol,Individual,Manual,First Owner,Chevrolet,Sail 1.2 LS ABS
7741,2012,700000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD
7742,2011,181000,70000,Petrol,Individual,Manual,First Owner,Tata,Indigo CS eGLX BS IV
7743,2009,365000,110000,Diesel,Individual,Automatic,Second Owner,Mahindra,Scorpio VLS AT 2.2 mHAWK
7744,2006,150000,9558,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XO eRLX Euro II
7745,2017,400000,10000,Petrol,Individual,Automatic,First Owner,Maruti,Alto K10 VXI AGS Optional
7746,2010,210000,110000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
7747,2013,500000,87000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
7748,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar,XE 2016-2019 2.0L Diesel Prestige
7749,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,ES 300h
7750,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,XF 2.0 Diesel Portfolio
7751,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata,Safari Storme EX
7752,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo,XC40 D4 Inscription BSIV
7753,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota,Camry 2.5 Hybrid
7754,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Wagon R LXI
7755,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti,Baleno Alpha 1.3
7756,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Jazz VX
7757,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
7758,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti,Swift AMT VVT VXI
7759,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Etios VX
7760,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti,Swift AMT ZXI
7761,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz
7762,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
7763,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
7764,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,Amaze V CVT Petrol BSIV
7765,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda,Rapid 1.6 MPI AT Elegance
7766,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo,V40 D3 R-Design
7767,2017,735000,70000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
7768,2017,550000,120000,Petrol,Individual,Manual,First Owner,Tata,Zest Revotron 1.2 XT
7769,2013,509999,148000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga ZDI
7770,2013,459999,60000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
7771,2015,310000,18000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
7772,2018,775000,80000,Diesel,Individual,Manual,First Owner,Tata,Zest Quadrajet 1.3 75PS XMS
7773,2004,105000,96000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXI
7774,2015,430000,97000,Diesel,Individual,Manual,Second Owner,Honda,Amaze S i-Dtech
7775,2013,360000,210000,Diesel,Individual,Manual,Third Owner,Hyundai,i20 Sportz 1.4 CRDi
7776,2012,400000,60000,Diesel,Individual,Manual,Third Owner,Volkswagen,Vento Diesel Breeze
7777,2014,600000,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
7778,2019,580000,35000,Petrol,Individual,Manual,First Owner,Honda,WR-V i-VTEC VX
7779,2012,140000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Verito 1.5 D2 BSIV
7780,2008,210000,100000,Diesel,Individual,Manual,First Owner,Tata,Indigo TDI
7781,2017,550000,20000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta Option
7782,2013,120000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,Sail Hatchback Petrol LS ABS
7783,2013,400000,35000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater
7784,2018,1035000,15000,Diesel,Individual,Manual,First Owner,Honda,WR-V i-DTEC VX
7785,2015,625000,90000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz VDi Plus
7786,2008,200000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna
7787,2013,316000,140000,Diesel,Individual,Manual,First Owner,Tata,Manza Club Class Quadrajet90 EX
7788,2017,813000,110000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi
7789,2016,1575000,55000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 GX AT BSIV
7790,2013,900000,73000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
7791,2015,650000,100000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
7792,2015,459999,32000,Diesel,Individual,Manual,Second Owner,Ford,Figo Aspire 1.5 TDCi Trend
7793,2012,290000,112072,Diesel,Individual,Manual,First Owner,Nissan,Sunny Diesel XV
7794,2014,400000,30000,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel EXI
7795,2016,565000,70000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV
7796,2011,2150000,50000,Diesel,Individual,Manual,Second Owner,Volkswagen,Multivan TDI
7797,2009,150000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,Spark 1.0 LS
7798,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,BMW,3 Series 320d Sedan
7799,2007,70000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 LX BSIII
7800,2007,70000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 LX BSIII
7801,2011,1190000,80000,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,E-Class E 250 Elegance
7802,2006,140000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro GLS I - Euro II
7803,2018,900000,19000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
7804,2015,600000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Sportz Option 1.4 CRDi
7805,2015,1100000,52269,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S10 7 Seater
7806,2010,120000,170000,LPG,Individual,Manual,Second Owner,Maruti,Omni LPG CARGO BSIII W IMMOBILISER
7807,2009,120000,140000,Petrol,Individual,Manual,First Owner,Maruti,Omni E 8 Str STD
7808,2010,120000,170000,Petrol,Individual,Manual,Second Owner,Maruti,Omni E 8 Str STD
7809,2009,229999,60000,Petrol,Individual,Manual,Third Owner,Hyundai,i20 Magna
7810,2017,570000,15780,Petrol,Individual,Manual,First Owner,Honda,Amaze i-VTEC Privilege Edition
7811,2014,575000,106000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX
7812,2012,280000,80000,Diesel,Individual,Manual,Third Owner,Volkswagen,Vento Diesel Highline
7813,2015,580000,74000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Active 1.4 SX Dual Tone
7814,2018,875000,35000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI
7815,2013,500000,70000,Diesel,Individual,Manual,Third Owner,Hyundai,Verna 1.6 SX CRDi (O)
7816,2015,700000,60000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz ZDi
7817,2016,388000,50000,Petrol,Individual,Manual,Second Owner,Ford,Figo 1.2P Titanium MT
7818,2011,225000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz
7819,2011,90000,90000,Petrol,Individual,Manual,Second Owner,Tata,Indigo CS eGLX BS IV
7820,2014,600000,114000,Diesel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel RxZ
7821,2009,235000,100000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna
7822,2011,350000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 1.4 CRDi Asta
7823,2011,235000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz
7824,2010,190000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
7825,2011,325000,79000,Diesel,Individual,Manual,First Owner,Tata,Manza Aura (ABS) Quadrajet BS IV
7826,2007,550000,2360457,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.2
7827,2011,300000,120000,Diesel,Individual,Manual,Third Owner,Volkswagen,Vento Diesel Highline
7828,2017,550000,10000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XT
7829,2013,720000,150000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 AWD
7830,2011,110000,110000,Petrol,Individual,Manual,First Owner,Nissan,Micra XE
7831,2018,310000,10000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
7832,2010,150000,70000,LPG,Individual,Manual,Second Owner,Maruti,Wagon R LXI LPG BSIV
7833,2012,260000,46000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista TDI LX
7834,2002,55000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Accent GLS
7835,2013,450000,108800,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
7836,2009,199000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz Option
7837,2018,1000000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S3 9 Seater BSIV
7838,2011,240000,72000,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel EXI
7839,2018,350000,40000,Petrol,Individual,Manual,First Owner,Renault,KWID RXL
7840,2014,530000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,Bolero 2011-2019 ZLX BSIII
7841,2011,150000,35000,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0 LS
7842,2019,625000,12500,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Magna Plus BSIV
7843,2014,378000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Magna
7844,2015,210000,210000,Petrol,Individual,Manual,Second Owner,Renault,KWID RXT
7845,2018,700000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
7846,2011,156000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GL Plus
7847,2016,700000,103000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus ZLX
7848,2010,194000,577414,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor
7849,2006,120000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
7850,2015,415000,45000,Petrol,Individual,Automatic,First Owner,Honda,Amaze S AT i-Vtech
7851,2015,450000,45000,Petrol,Individual,Automatic,First Owner,Honda,Amaze S AT i-Vtech
7852,2014,325000,40000,Petrol,Individual,Manual,Third Owner,Honda,Brio S MT
7853,2014,525000,200000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 Plus AC
7854,2017,265000,100000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
7855,2008,100000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Omni 8 Seater BSII
7856,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar,XE 2016-2019 2.0L Diesel Prestige
7857,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,ES 300h
7858,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,XF 2.0 Diesel Portfolio
7859,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata,Safari Storme EX
7860,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo,XC40 D4 Inscription BSIV
7861,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota,Camry 2.5 Hybrid
7862,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Wagon R LXI
7863,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti,Baleno Alpha 1.3
7864,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Jazz VX
7865,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
7866,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti,Swift AMT VVT VXI
7867,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Etios VX
7868,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti,Swift AMT ZXI
7869,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz
7870,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
7871,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW,X4 M Sport X xDrive20d
7872,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,Amaze V CVT Petrol BSIV
7873,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda,Rapid 1.6 MPI AT Elegance
7874,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo,V40 D3 R-Design
7875,2015,400000,100000,Diesel,Individual,Manual,First Owner,Tata,Zest Quadrajet 1.3 XM
7876,2013,345000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
7877,2018,850000,15000,Diesel,Individual,Manual,Second Owner,Mahindra,Thar CRDe
7878,2018,620000,15000,Petrol,Individual,Automatic,First Owner,Maruti,Ignis 1.2 AMT Zeta BSIV
7879,2018,700000,10000,Petrol,Individual,Manual,Second Owner,Maruti,Baleno Alpha 1.2
